temp_max,temp_min,humidity,wind_speed,precipitation,evapotranspiration_et0,soil_moisture_prev,soil_moisture_target
41.3,30.6,44.7,6.2,0.0,4.11,42.8,36.6
41.5,29.2,81.3,24.8,0.0,4.52,21.8,15.0
25.9,16.0,58.0,7.4,0.0,1.97,28.9,25.9
22.1,12.0,36.4,13.6,20.9,2.65,18.6,31.4
39.3,27.8,55.2,16.0,0.0,4.34,20.7,14.2
37.3,23.8,82.3,18.4,0.0,3.48,36.5,31.3
35.1,22.2,50.6,23.3,0.0,4.57,38.9,32.0
41.2,27.6,68.3,11.5,0.0,3.82,18.6,12.9
36.2,25.2,61.5,14.4,0.0,3.65,40.7,35.2
40.3,32.1,74.1,12.8,0.0,3.64,57.7,52.2
28.1,19.6,42.8,9.4,0.0,2.85,17.8,13.5
23.0,10.9,60.6,13.4,0.0,2.01,48.1,45.1
24.1,12.7,75.3,12.2,0.0,1.61,53.0,50.6
38.4,26.5,69.5,20.8,0.0,4.19,35.3,29.0
25.2,15.3,41.4,12.2,0.0,2.76,58.2,54.0
41.2,28.6,83.9,25.0,0.0,4.42,18.6,11.9
30.5,19.3,36.8,21.2,10.8,4.25,18.1,20.4
32.5,20.9,70.4,11.8,0.0,2.73,48.0,43.9
37.2,27.4,33.7,5.8,0.0,3.92,32.3,26.5
24.7,15.6,72.1,17.0,0.0,2.16,43.0,39.8
24.7,14.8,50.6,11.3,0.0,2.36,41.2,37.6
36.6,27.2,44.5,9.5,0.0,3.82,30.7,25.0
30.1,17.8,83.4,8.2,6.5,1.77,48.1,50.6
25.9,14.4,62.5,10.9,11.2,2.1,23.4,29.2
25.7,14.6,67.0,6.5,0.0,1.59,26.1,23.7
35.5,22.6,74.4,12.4,0.0,3.02,50.7,46.2
23.2,11.6,76.0,12.4,0.0,1.5,46.4,44.2
23.4,13.0,46.3,5.3,11.1,1.84,23.9,30.0
34.0,23.4,32.2,10.5,10.2,3.96,26.7,28.9
35.8,25.9,50.6,19.5,0.0,4.33,40.0,33.5
38.8,29.6,84.4,23.0,0.0,3.97,55.2,49.2
37.1,23.5,68.0,18.5,12.9,3.89,24.0,28.5
28.5,14.6,34.7,19.4,2.2,3.93,37.6,33.4
25.2,11.4,41.2,8.8,9.6,2.5,16.1,20.0
32.0,20.9,32.9,9.8,0.0,3.63,35.8,30.4
30.7,18.5,69.3,20.2,0.0,3.22,25.5,20.6
23.3,13.0,77.0,6.6,0.0,1.01,46.5,45.0
31.6,22.1,47.9,6.4,0.0,2.87,17.0,12.7
36.5,23.1,64.8,18.1,0.0,3.89,22.0,16.2
22.2,12.1,71.3,24.2,0.0,2.46,31.4,27.8
30.9,20.4,64.4,19.7,0.0,3.35,44.2,39.2
30.8,17.1,69.1,13.5,0.0,2.7,51.8,47.8
30.8,19.7,46.0,21.8,0.0,4.06,39.9,33.8
39.6,26.1,75.3,6.3,0.0,3.0,30.4,25.9
26.3,12.8,79.0,14.3,2.3,1.93,34.7,33.7
22.8,11.1,63.5,23.0,10.5,2.67,53.7,58.1
31.5,23.1,36.1,21.3,0.0,4.4,54.4,47.8
24.4,11.8,66.0,9.6,0.0,1.72,40.7,38.1
40.1,27.0,48.3,15.7,0.0,4.62,46.9,40.0
33.8,21.1,30.6,18.8,0.0,4.63,25.1,18.1
38.0,29.5,42.6,9.1,0.0,4.01,29.5,23.5
36.4,24.2,47.9,13.7,0.0,4.03,45.2,39.1
29.9,21.1,37.0,11.4,0.0,3.4,16.1,11.0
27.2,18.2,82.6,19.1,0.0,2.31,24.3,20.9
39.2,30.0,84.8,10.6,17.9,3.01,42.4,52.2
42.0,29.2,53.6,18.5,0.0,4.91,38.1,30.8
27.5,18.2,46.2,22.0,0.0,3.66,27.9,22.4
38.1,29.9,62.7,22.5,0.0,4.49,27.1,20.4
31.8,19.5,58.4,5.2,18.6,2.48,33.0,44.2
37.7,25.8,62.0,23.0,5.6,4.51,43.1,40.8
23.3,11.4,84.1,22.6,0.0,2.08,55.2,52.1
24.3,13.6,53.6,11.7,22.5,2.25,50.0,64.6
35.1,26.3,50.8,23.5,0.0,4.56,42.2,35.3
40.3,28.9,62.9,11.9,0.0,3.9,45.9,40.0
28.4,17.1,45.4,8.3,0.0,2.71,24.8,20.7
40.0,30.1,62.9,10.3,0.0,3.73,30.8,25.2
40.3,30.0,75.2,8.9,20.0,3.3,39.4,50.4
32.1,22.4,34.0,14.7,0.0,4.0,20.4,14.4
40.6,30.9,59.3,6.3,0.0,3.6,20.7,15.3
23.0,9.2,70.2,19.4,23.4,2.2,36.1,51.5
39.0,31.0,46.4,24.9,0.0,5.29,55.0,47.0
28.6,17.4,77.0,17.1,0.0,2.49,25.3,21.6
25.1,15.7,57.1,21.0,0.0,2.98,40.4,35.9
38.1,28.7,78.6,24.1,3.4,4.14,19.1,15.6
37.5,28.4,69.9,13.8,0.0,3.51,51.4,46.1
41.2,31.7,42.6,5.6,0.0,4.12,35.7,29.5
41.3,28.3,39.2,21.0,3.8,5.46,52.7,47.5
41.5,33.0,74.8,22.2,8.5,4.51,48.0,48.1
38.2,28.0,38.8,18.0,0.0,4.85,37.7,30.4
24.9,11.8,65.5,22.4,0.0,2.81,51.3,47.0
41.2,27.4,64.1,19.6,0.0,4.58,43.0,36.1
22.4,12.3,35.5,11.0,23.2,2.5,35.3,50.1
25.8,14.3,40.8,21.1,0.0,3.56,29.2,23.8
39.4,28.0,78.8,13.3,0.0,3.42,37.8,32.6
23.2,14.3,42.1,21.3,0.0,3.23,23.7,18.9
27.5,13.9,34.7,15.9,0.0,3.54,47.7,42.3
27.2,13.6,52.6,10.7,0.0,2.55,30.7,26.9
26.0,12.4,39.6,22.7,0.0,3.74,27.1,21.5
26.0,14.9,66.8,23.0,0.0,2.95,36.8,32.3
22.7,9.2,79.6,12.6,18.9,1.34,50.6,63.7
32.8,22.4,76.8,8.9,0.0,2.35,16.1,12.6
25.3,11.6,61.8,21.1,0.0,2.87,52.6,48.3
32.8,24.8,79.5,8.0,0.0,2.19,36.5,33.2
22.9,14.6,71.9,11.0,0.0,1.48,40.4,38.2
29.5,16.8,78.6,6.2,0.0,1.67,29.3,26.8
33.7,22.8,48.4,6.9,0.0,3.14,20.1,15.4
25.1,11.2,47.4,16.7,0.0,2.93,53.9,49.6
27.7,17.5,63.5,22.4,0.0,3.21,26.9,22.1
38.6,26.4,84.4,23.7,0.0,3.99,48.7,42.8
33.4,21.8,35.6,5.0,24.2,3.34,20.7,35.1
22.9,13.0,62.3,24.0,0.0,2.79,27.4,23.3
40.8,32.6,83.8,6.2,0.0,2.87,17.0,12.7
40.6,32.0,32.8,22.8,20.4,5.72,48.6,56.3
34.0,23.7,80.4,22.4,0.0,3.46,25.4,20.2
27.5,18.1,59.8,22.4,0.0,3.29,50.8,45.9
31.0,21.0,71.7,20.9,0.0,3.24,16.4,11.6
33.8,23.7,40.8,18.9,0.0,4.34,56.1,49.6
28.0,16.6,75.5,13.0,0.0,2.13,47.6,44.4
40.4,30.5,35.8,13.6,0.0,4.87,35.3,28.0
27.2,19.1,47.2,19.3,9.8,3.39,15.9,18.7
36.4,23.2,61.3,5.5,0.0,2.98,34.7,30.3
33.8,22.8,80.4,23.8,5.2,3.54,31.1,29.9
30.4,18.9,72.5,7.7,0.0,2.09,42.5,39.3
41.6,29.7,69.4,8.9,0.0,3.62,18.6,13.1
35.1,26.8,36.3,7.2,9.4,3.7,59.7,61.7
29.0,16.4,37.3,14.1,6.4,3.48,19.5,19.4
30.6,22.2,80.0,14.0,0.0,2.39,59.1,55.5
35.6,22.1,37.4,21.6,0.0,4.87,36.3,29.0
34.9,21.5,80.1,6.8,0.0,2.34,50.7,47.2
36.1,27.9,54.7,21.6,0.0,4.41,33.5,26.9
36.7,25.4,80.2,16.7,0.0,3.34,53.8,48.8
23.0,9.6,68.3,23.8,0.0,2.62,46.3,42.3
38.2,26.0,41.6,10.5,0.0,4.18,35.1,28.8
36.7,26.4,77.3,13.6,2.4,3.18,44.1,41.3
32.8,21.6,73.5,12.5,0.0,2.73,57.5,53.5
22.3,8.9,67.4,15.0,0.0,1.85,52.9,50.1
41.0,29.7,40.0,17.8,16.6,5.15,51.4,56.9
29.1,20.6,68.1,11.8,0.0,2.39,46.0,42.4
41.4,28.9,57.0,17.0,20.7,4.62,42.2,51.8
41.3,27.4,49.5,24.8,0.0,5.45,43.8,35.6
28.7,16.1,44.9,17.6,16.5,3.5,57.8,65.0
26.7,14.0,46.1,19.2,0.0,3.35,23.3,18.3
33.9,20.8,51.0,19.2,0.0,4.08,26.6,20.5
40.4,29.0,49.5,8.3,0.0,4.02,47.9,41.8
34.5,22.1,73.5,13.8,0.0,3.04,59.4,54.8
41.4,30.9,67.7,10.4,19.7,3.76,34.6,44.7
25.5,13.0,80.3,23.7,0.0,2.55,36.6,32.8
24.8,12.1,82.0,22.8,0.0,2.34,15.2,11.7
30.2,19.7,79.2,6.3,0.0,1.75,21.1,18.5
35.2,22.5,65.3,20.9,0.0,3.94,23.5,17.6
29.7,15.9,45.8,6.3,0.0,2.68,31.5,27.5
31.4,20.0,84.6,20.1,18.4,2.84,52.1,62.5
39.9,29.4,47.2,21.8,0.0,5.11,39.1,31.5
24.4,12.4,33.6,7.0,0.0,2.48,31.7,28.0
31.2,21.2,31.9,8.1,11.9,3.44,24.5,28.9
27.9,17.0,43.0,9.9,0.0,2.85,39.7,35.4
39.1,28.0,80.0,10.1,0.0,3.1,37.6,33.0
40.4,29.9,77.0,16.3,0.0,3.84,54.9,49.2
41.9,29.6,47.3,11.0,0.0,4.49,19.4,12.7
23.1,11.6,74.6,5.7,0.0,0.99,31.7,30.2
39.8,31.0,61.0,24.4,0.0,4.91,48.4,41.0
39.6,30.5,84.6,21.2,9.2,3.92,43.1,44.6
39.7,30.5,70.2,10.4,0.0,3.49,45.8,40.5
32.5,20.6,78.2,12.7,0.0,2.57,22.2,18.3
36.0,23.5,54.4,20.9,0.0,4.36,57.1,50.6
24.2,15.5,76.3,21.8,0.0,2.37,58.4,54.8
35.6,21.7,59.3,9.0,0.0,3.21,59.1,54.3
29.4,15.7,73.8,13.8,0.0,2.42,42.3,38.7
35.3,26.9,81.3,16.9,0.0,3.15,43.4,38.7
30.6,19.2,75.6,11.5,0.0,2.33,36.0,32.5
41.1,27.8,72.2,14.3,0.0,3.92,52.7,46.8
32.9,20.5,73.5,15.3,0.0,2.96,23.9,19.5
26.9,13.5,76.2,5.2,0.0,1.36,16.1,14.1
31.2,22.8,83.3,24.4,0.0,3.2,32.6,27.8
32.2,19.7,42.3,13.8,0.0,3.71,32.8,27.2
22.6,11.6,70.6,24.5,14.4,2.56,35.2,42.9
26.8,15.0,39.0,10.7,0.0,2.91,35.7,31.4
41.9,31.6,55.5,11.0,0.0,4.24,56.5,50.1
37.0,27.0,68.5,24.3,8.1,4.33,24.0,24.0
39.4,30.3,46.9,15.9,0.0,4.59,51.4,44.5
30.1,18.9,83.1,10.9,0.0,2.0,47.0,44.0
37.4,26.9,41.7,20.6,0.0,4.89,54.4,47.1
38.9,29.7,75.8,8.5,0.0,3.07,49.7,45.1
33.4,21.5,35.7,5.8,0.0,3.4,52.0,46.9
31.3,22.0,75.9,9.6,0.0,2.25,35.4,32.0
31.3,21.6,79.5,6.8,16.6,1.91,53.3,63.7
23.9,11.5,70.8,16.6,0.0,2.07,29.4,26.3
29.0,17.0,33.6,16.7,0.0,3.81,36.0,30.3
33.2,19.9,61.8,9.5,16.4,2.89,39.5,48.3
35.4,24.7,75.4,23.4,19.1,3.86,16.6,26.1
30.9,20.1,68.3,12.0,0.0,2.62,30.4,26.5
28.9,19.5,67.6,6.5,0.0,1.96,27.0,24.1
26.6,18.2,40.5,13.9,0.0,3.09,27.1,22.5
35.0,25.0,50.2,20.7,0.0,4.35,57.9,51.4
29.2,16.2,70.6,22.8,0.0,3.21,15.3,10.5
23.8,11.7,51.5,21.4,20.6,3.02,21.1,33.0
27.8,14.0,32.8,12.0,21.6,3.31,46.6,59.0
38.0,26.8,49.7,5.0,0.0,3.47,38.2,32.9
35.3,25.9,37.6,9.0,0.0,3.83,21.7,15.9
25.1,16.9,77.1,9.4,0.0,1.45,34.7,32.5
34.6,26.2,62.1,10.8,22.9,3.16,42.2,55.7
26.8,16.3,49.6,19.0,0.0,3.25,15.9,11.0
26.0,15.1,54.5,15.3,0.0,2.71,45.7,41.6
29.5,16.2,33.5,16.7,0.0,3.87,39.7,33.9
31.1,22.3,74.6,12.5,0.0,2.49,23.9,20.2
22.8,13.0,45.5,22.5,0.0,3.17,39.0,34.3
22.4,13.0,65.1,7.0,0.0,1.29,15.5,13.6
35.7,22.6,55.8,21.6,0.0,4.33,45.2,38.7
30.9,21.3,77.3,18.0,0.0,2.83,39.8,35.6
25.4,11.6,40.1,23.2,0.0,3.71,31.8,26.3
30.8,17.3,78.9,21.5,0.0,3.05,15.2,10.6
35.6,25.2,71.6,20.9,0.0,3.8,48.7,43.0
38.8,25.2,62.0,20.6,0.0,4.44,16.9,10.2
25.1,16.3,39.4,5.2,0.0,2.25,40.2,36.8
29.7,19.2,55.5,6.5,0.0,2.41,53.3,49.7
36.9,25.5,56.4,10.2,0.0,3.55,41.9,36.6
36.3,27.3,74.7,11.9,0.0,3.06,42.4,37.8
31.8,20.3,36.1,13.6,0.0,3.82,18.9,13.1
25.8,14.2,40.8,8.6,0.0,2.57,55.7,51.9
37.8,24.3,62.1,13.2,0.0,3.73,26.8,21.2
23.6,13.5,46.5,18.5,0.0,2.91,21.2,16.9
40.2,28.6,55.2,23.7,20.2,5.06,31.4,39.9
35.9,22.3,58.5,5.5,9.6,2.99,50.2,53.4
27.8,17.8,73.1,7.3,0.0,1.72,27.0,24.4
23.0,14.3,82.4,14.0,0.0,1.41,38.5,36.3
35.6,25.7,69.9,10.0,14.6,2.98,21.8,29.0
40.8,32.8,71.6,10.6,0.0,3.6,17.7,12.3
41.1,32.5,73.3,15.3,0.0,3.95,27.6,21.7
38.8,29.6,69.7,13.9,0.0,3.68,42.5,37.0
24.1,13.6,33.6,10.7,0.0,2.74,53.4,49.3
38.8,30.7,59.3,9.5,0.0,3.63,16.0,10.5
37.0,23.3,42.1,11.8,0.0,4.12,56.9,50.7
22.2,10.7,77.9,8.7,0.0,1.02,17.3,15.7
38.3,28.6,84.4,23.4,0.0,3.94,37.4,31.4
37.3,28.5,47.1,5.5,0.0,3.51,51.2,46.0
40.9,28.8,70.3,22.9,0.0,4.64,37.1,30.1
24.2,13.4,60.6,17.6,0.0,2.5,56.3,52.5
29.9,21.2,41.8,8.5,0.0,3.01,54.4,49.9
30.8,19.4,39.9,14.9,0.0,3.68,49.8,44.3
23.6,10.5,45.1,18.3,17.5,2.95,16.6,26.2
34.0,22.1,43.4,23.7,22.5,4.68,32.2,43.2
36.3,24.4,39.3,11.4,0.0,4.09,53.1,47.0
41.1,33.0,49.4,18.4,0.0,4.92,57.4,50.1
22.3,11.7,66.8,9.4,0.0,1.43,18.7,16.5
31.0,19.0,44.7,6.5,0.0,2.9,56.1,51.8
40.5,26.7,40.2,8.2,22.5,4.31,48.9,60.4
34.7,21.1,61.6,7.6,5.0,2.92,28.8,28.5
29.6,16.8,40.5,19.5,0.0,3.9,60.0,54.1
37.5,23.7,48.8,7.5,0.0,3.64,20.6,15.1
31.8,22.2,57.0,24.0,0.0,4.03,59.7,53.7
26.6,17.3,60.0,21.8,0.0,3.14,47.6,42.8
27.7,19.5,38.9,12.0,0.0,3.11,56.4,51.7
26.0,13.7,61.8,6.0,0.0,1.75,36.9,34.2
35.4,25.6,81.4,14.0,0.0,2.92,29.2,24.9
37.0,25.2,70.8,10.8,0.0,3.19,32.9,28.1
25.8,13.6,48.1,11.5,0.0,2.57,35.4,31.5
37.4,24.4,74.2,17.4,0.0,3.66,48.1,42.6
22.8,10.0,72.9,18.4,24.9,2.02,49.0,65.0
36.7,28.3,51.9,6.7,0.0,3.38,40.7,35.6
39.6,29.9,64.3,8.3,0.0,3.48,57.6,52.4
37.0,25.7,43.8,12.6,10.1,4.13,21.8,23.7
37.9,29.4,40.4,18.8,0.0,4.84,58.4,51.1
38.7,29.5,45.7,22.4,0.0,5.07,43.8,36.2
28.3,18.9,76.9,9.1,0.0,1.81,58.6,55.8
36.1,26.6,45.5,6.9,0.0,3.52,38.3,33.0
26.1,16.8,30.5,24.6,0.0,4.19,32.7,26.5
40.9,28.9,71.3,18.6,0.0,4.26,22.7,16.3
33.2,20.2,31.1,7.5,0.0,3.66,28.3,22.8
25.7,13.9,46.2,8.2,0.0,2.35,46.3,42.8
26.9,16.8,70.7,20.8,23.5,2.77,50.3,65.0
39.1,30.3,37.9,11.1,4.1,4.45,21.4,18.0
36.2,28.1,34.6,23.9,14.4,5.22,43.9,47.6
41.2,27.8,54.2,23.8,0.0,5.22,45.1,37.3
27.2,15.4,59.6,17.1,0.0,2.85,22.8,18.5
28.0,15.6,39.0,11.9,0.0,3.14,57.2,52.5
23.5,12.4,34.5,12.6,16.9,2.79,49.1,58.5
26.9,14.7,54.6,10.7,0.0,2.45,32.1,28.4
26.6,14.1,73.9,21.0,0.0,2.66,22.6,18.6
38.8,28.8,71.1,21.3,0.0,4.23,32.5,26.2
40.8,28.8,61.7,19.0,11.0,4.56,54.7,56.6
25.2,14.7,52.3,12.1,0.0,2.43,59.8,56.2
27.1,14.9,71.7,16.7,15.2,2.44,57.9,65.0
28.8,17.0,82.8,21.0,0.0,2.65,58.7,54.7
25.4,12.8,52.4,12.2,0.0,2.45,16.5,12.8
28.3,19.3,37.6,11.7,0.0,3.2,24.0,19.2
32.6,20.1,43.3,23.5,0.0,4.5,26.3,19.6
41.8,29.8,45.7,18.6,0.0,5.13,42.3,34.6
36.2,26.6,83.8,22.2,0.0,3.61,16.2,10.8
33.8,21.6,77.0,23.9,0.0,3.66,33.3,27.8
39.9,31.9,49.3,7.3,0.0,3.89,56.8,50.9
27.1,16.9,84.1,16.3,0.0,2.04,37.5,34.5
35.9,22.2,50.2,8.5,2.5,3.48,40.0,36.7
40.6,28.3,84.6,23.2,0.0,4.19,36.9,30.6
34.6,25.9,63.4,14.3,0.0,3.39,40.4,35.3
28.2,16.6,50.1,8.9,0.0,2.59,28.8,24.9
39.8,30.6,63.0,16.4,12.1,4.2,45.4,48.8
28.4,19.7,63.8,9.5,0.0,2.25,52.8,49.4
24.5,13.8,54.5,17.7,0.0,2.71,33.8,29.8
22.2,13.5,61.3,9.3,9.5,1.57,22.4,27.6
23.2,13.5,39.0,21.0,19.2,3.29,32.2,42.6
35.5,27.2,80.6,20.3,7.0,3.47,44.0,44.4
40.4,29.8,56.7,9.8,0.0,3.93,27.9,22.0
29.0,20.9,32.3,18.6,0.0,4.0,29.9,23.9
39.7,30.1,51.8,19.6,0.0,4.78,53.8,46.6
22.6,13.5,65.2,11.8,15.5,1.69,32.7,42.5
29.3,19.7,30.3,8.6,0.0,3.3,27.4,22.5
39.5,30.6,78.1,13.1,0.0,3.44,28.7,23.5
28.6,17.6,49.5,17.9,0.0,3.38,45.2,40.2
34.1,24.6,74.7,21.0,0.0,3.53,22.9,17.6
39.0,25.7,65.3,15.1,0.0,3.93,58.8,52.9
34.8,24.7,74.9,6.8,0.0,2.47,59.3,55.6
38.3,24.6,62.7,13.2,0.0,3.77,28.9,23.3
37.1,25.8,42.6,5.3,0.0,3.61,39.6,34.2
25.7,15.2,63.8,19.3,17.3,2.71,17.6,27.3
22.6,13.6,66.0,6.1,4.7,1.21,57.7,59.7
40.1,31.6,46.7,23.9,4.2,5.33,18.9,14.2
41.5,29.1,41.8,5.9,0.0,4.2,34.1,27.8
34.0,24.3,71.7,8.9,0.0,2.64,25.4,21.4
24.0,13.1,74.7,12.7,14.7,1.65,45.6,54.9
36.8,26.4,35.3,16.7,0.0,4.69,57.6,50.6
32.1,21.2,47.0,11.8,0.0,3.38,28.8,23.7
39.8,29.2,46.1,8.1,0.0,4.05,16.2,10.1
31.0,19.7,48.7,20.0,0.0,3.86,58.7,52.9
32.2,20.9,43.5,12.7,17.9,3.57,29.0,38.0
32.8,23.3,64.2,14.0,0.0,3.13,57.4,52.7
36.1,26.6,57.7,14.3,0.0,3.75,52.5,46.9
27.7,14.7,39.9,20.3,0.0,3.74,28.4,22.8
39.0,28.5,84.5,8.0,0.0,2.79,48.0,43.8
22.1,13.2,31.1,24.9,0.0,3.71,31.8,26.2
25.1,16.6,59.3,24.5,0.0,3.2,31.4,26.6
32.0,18.0,58.5,24.3,18.6,4.03,43.2,52.0
35.7,24.3,32.4,8.0,0.0,3.95,25.5,19.6
41.9,29.8,54.4,23.4,0.0,5.26,34.3,26.4
23.4,10.2,72.1,20.8,0.0,2.31,27.4,23.9
39.2,31.2,43.1,5.9,14.2,3.88,16.7,22.3
25.6,16.2,66.0,14.4,0.0,2.24,49.6,46.2
31.1,21.0,82.9,5.2,0.0,1.66,42.4,39.9
37.7,24.8,32.5,19.2,0.0,5.08,24.6,17.0
24.3,11.8,43.7,5.0,0.0,2.0,16.4,13.4
27.0,17.0,44.9,23.4,0.0,3.76,36.0,30.4
41.1,27.9,47.0,11.5,0.0,4.45,56.3,49.6
22.2,11.8,76.7,13.2,0.0,1.42,46.1,44.0
26.1,15.4,61.1,19.3,0.0,2.84,49.2,44.9
22.6,10.5,57.4,16.5,0.0,2.31,47.1,43.7
35.5,24.0,77.4,7.0,0.0,2.5,37.3,33.5
41.2,32.7,48.5,23.5,0.0,5.37,53.9,45.9
28.2,15.1,57.8,17.4,0.0,3.04,46.8,42.2
28.6,18.5,65.0,9.8,0.0,2.26,31.6,28.2
37.6,28.2,73.3,18.9,0.0,3.82,36.4,30.6
36.9,28.8,46.8,18.6,0.0,4.51,15.1,10.0
32.2,18.7,77.5,5.5,0.0,1.98,15.2,12.2
37.8,27.9,72.1,23.9,0.0,4.28,55.2,48.8
26.1,16.9,64.4,15.9,11.0,2.47,55.8,60.9
40.0,30.7,51.0,16.2,0.0,4.56,38.9,32.1
41.4,28.6,82.4,19.6,0.0,4.06,52.4,46.3
27.1,17.7,77.5,6.7,0.0,1.46,51.9,49.7
38.3,29.4,56.8,14.6,0.0,4.05,56.3,50.2
35.1,21.2,33.7,12.9,0.0,4.23,34.0,27.7
27.2,13.3,78.0,15.9,0.0,2.2,15.3,12.0
41.6,28.8,32.0,8.5,0.0,4.72,18.9,11.8
40.8,26.8,78.8,19.8,0.0,4.12,18.7,12.5
36.6,26.2,61.4,10.9,0.0,3.42,29.6,24.5
38.3,27.7,47.1,13.7,22.5,4.27,39.8,51.4
24.1,14.4,84.1,16.9,0.0,1.72,34.2,31.6
27.2,19.0,76.3,10.8,0.0,1.84,36.5,33.8
25.7,12.8,50.7,19.2,0.0,3.09,58.3,53.7
23.7,15.7,60.2,10.3,0.0,1.86,18.3,15.5
32.0,23.3,76.1,20.2,21.2,3.18,29.6,41.8
29.1,20.0,75.9,13.1,24.2,2.26,26.5,42.5
40.7,30.9,75.7,18.3,0.0,4.08,58.9,52.8
39.4,29.0,74.8,19.2,23.4,4.03,36.0,48.6
24.7,14.1,63.2,16.5,0.0,2.38,26.5,22.9
34.7,21.2,51.4,17.6,0.0,4.03,17.2,11.1
33.7,25.4,69.8,18.4,0.0,3.42,33.5,28.4
40.4,32.3,61.0,23.5,0.0,4.89,41.3,34.0
29.6,21.0,39.6,18.6,22.3,3.86,41.5,53.5
22.9,13.5,62.7,5.7,0.0,1.32,56.4,54.4
41.2,28.8,77.1,17.2,0.0,4.01,47.1,41.1
26.5,17.8,71.9,24.2,0.0,2.95,36.7,32.3
32.7,21.8,54.3,23.9,0.0,4.21,18.6,12.3
37.3,27.0,69.1,16.6,0.0,3.73,17.8,12.2
22.7,12.4,68.1,9.5,0.0,1.44,59.1,57.0
26.3,13.2,75.4,22.8,0.0,2.72,37.8,33.7
35.6,23.9,47.0,10.6,0.0,3.71,24.8,19.3
37.1,23.4,77.7,9.4,19.4,2.87,32.6,43.8
38.5,25.8,64.4,10.1,7.8,3.5,37.9,38.9
41.6,33.2,41.0,17.5,0.0,5.16,53.6,45.9
24.8,11.0,80.2,22.8,9.6,2.39,51.2,55.3
38.2,25.9,54.6,11.2,0.0,3.84,21.3,15.5
22.9,14.8,72.6,6.1,0.0,1.06,31.5,29.9
24.9,12.5,33.0,11.4,0.0,2.91,33.1,28.7
27.2,13.6,81.2,13.3,0.0,1.89,28.8,26.0
39.1,27.7,34.9,22.1,0.0,5.41,33.7,25.6
28.8,20.2,82.6,19.8,13.8,2.56,40.0,47.2
25.4,14.8,65.5,10.7,0.0,1.93,20.5,17.6
30.3,18.8,36.4,17.3,0.0,3.92,45.5,39.6
28.3,16.9,63.7,18.8,0.0,2.99,21.1,16.7
41.3,28.2,60.9,22.8,0.0,4.95,16.5,10.0
36.5,22.9,38.9,17.9,0.0,4.65,55.7,48.8
27.5,18.8,43.6,16.6,0.0,3.32,41.2,36.2
40.4,27.8,62.9,5.4,0.0,3.39,17.6,12.5
28.4,20.1,39.2,13.2,0.0,3.29,24.8,19.8
36.7,25.1,68.0,19.7,0.0,3.93,57.1,51.2
26.7,17.1,35.2,16.9,0.0,3.5,37.3,32.1
25.4,13.5,64.0,10.3,0.0,1.95,55.2,52.3
37.5,28.1,78.3,6.3,0.0,2.65,18.6,14.6
40.5,32.2,38.3,23.3,0.0,5.57,50.8,42.4
22.3,11.8,84.1,16.6,0.0,1.48,58.4,56.1
35.7,25.7,47.0,6.4,0.0,3.39,56.2,51.1
31.6,18.1,74.9,24.7,0.0,3.51,46.8,41.5
39.4,26.9,68.7,19.3,0.0,4.22,32.1,25.7
30.5,20.7,38.2,14.2,0.0,3.65,44.3,38.8
23.1,10.3,81.4,21.6,0.0,2.06,21.8,18.7
29.0,17.6,34.2,7.1,0.0,3.02,46.6,42.1
27.5,17.5,51.1,6.5,0.0,2.29,23.0,19.5
38.1,25.0,65.1,20.4,15.2,4.25,45.5,51.3
35.2,26.5,48.9,11.5,0.0,3.68,49.4,43.9
33.4,20.9,35.4,22.6,0.0,4.75,16.7,10.0
34.9,23.8,42.1,20.3,0.0,4.54,29.5,22.7
31.9,23.1,81.1,11.4,13.0,2.3,16.9,23.9
27.1,18.7,37.0,7.2,0.0,2.72,56.9,52.8
31.5,19.7,68.3,12.8,0.0,2.76,45.4,41.3
29.5,18.0,58.3,15.5,0.0,3.03,46.7,42.1
41.2,28.5,38.0,19.8,0.0,5.39,44.1,36.0
31.6,23.2,82.3,22.0,0.0,3.09,22.1,17.5
38.5,27.9,51.5,18.3,0.0,4.54,17.8,11.0
37.4,24.9,62.4,11.8,4.4,3.55,15.1,13.2
26.1,15.7,43.4,11.2,0.0,2.73,28.9,24.8
36.5,25.5,31.1,9.5,0.0,4.21,28.5,22.2
40.4,28.1,45.9,15.3,0.0,4.7,23.7,16.7
26.9,15.9,80.9,11.9,0.0,1.76,23.6,20.9
33.9,21.4,54.2,20.0,0.0,4.04,46.8,40.8
27.2,14.5,75.7,21.0,0.0,2.67,46.2,42.2
32.8,18.9,49.9,20.4,0.0,4.07,32.9,26.8
24.2,14.8,39.0,8.2,20.3,2.39,36.1,48.7
38.1,26.4,75.7,15.1,16.2,3.5,45.5,53.2
34.5,21.7,70.2,13.7,0.0,3.13,46.1,41.4
24.4,13.2,70.1,16.1,0.0,2.11,19.6,16.4
36.4,23.5,68.6,12.7,0.0,3.33,41.4,36.4
29.9,16.6,36.0,17.8,14.4,3.93,47.2,52.8
25.3,13.1,37.7,17.4,0.0,3.3,28.4,23.5
24.2,11.8,51.0,6.7,0.0,1.92,25.5,22.6
36.7,25.3,40.7,6.5,0.0,3.71,16.1,10.6
23.3,11.1,59.6,11.5,0.0,1.93,41.6,38.7
33.3,21.5,81.7,12.8,0.0,2.57,16.7,12.9
